@relation 'pacman-data-weka.filters.unsupervised.attribute.Remove-R3,48-51-weka.filters.unsupervised.attribute.Reorder-R1-46,48-last,47'

@attribute PacmanPositionX numeric
@attribute PacmanPositionY numeric
@attribute LegalPacManNorth {0,1}
@attribute LegalPacManSouth {0,1}
@attribute LegalPacManWest {0,1}
@attribute LegalPacManEast {0,1}
@attribute LegalPacManStop {0,1}
@attribute Ghost1PositionX numeric
@attribute Ghost1PositionY numeric
@attribute Ghost2PositionX numeric
@attribute Ghost2PositionY numeric
@attribute Ghost3PositionX numeric
@attribute Ghost3PositionY numeric
@attribute Ghost4PositionX numeric
@attribute Ghost4PositionY numeric
@attribute Ghost1Distance numeric
@attribute Ghost2Distance numeric
@attribute Ghost3Distance numeric
@attribute Ghost4Distance numeric
@attribute Ghost1Direction {North,South,West,East,Stop,Dead}
@attribute Ghost2Direction {North,South,West,East,Stop,Dead}
@attribute Ghost3Direction {North,South,West,East,Stop,Dead}
@attribute Ghost4Direction {North,South,West,East,Stop,Dead}
@attribute Score numeric
@attribute DistanceFood numeric
@attribute RemainingFood numeric
@attribute class {North,South,West,East}
@attribute NextPacmanPositionX numeric
@attribute NextPacmanPositionY numeric
@attribute NextLegalPacManNorth {0,1}
@attribute NextLegalPacManSouth {0,1}
@attribute NextLegalPacManWest {0,1}
@attribute NextLegalPacManEast {0,1}
@attribute NextLegalPacManStop {0,1}
@attribute NextGhost1PositionX numeric
@attribute NextGhost1PositionY numeric
@attribute NextGhost2PositionX numeric
@attribute NextGhost2PositionY numeric
@attribute NextGhost3PositionX numeric
@attribute NextGhost3PositionY numeric
@attribute NextGhost4PositionX numeric
@attribute NextGhost4PositionY numeric
@attribute NextGhost1Distance numeric
@attribute NextGhost2Distance numeric
@attribute NextGhost3Distance numeric
@attribute NextGhost4Distance numeric
@attribute NextDistanceFood numeric
@attribute NextRemainingFood numeric
@attribute NextPacmanDirection {North,South,West,East}
@attribute NextScore numeric

@data
20,4,1,1,1,1,1,5,8,11,8,15,8,-1,-1,19,13,9,-1,West,North,East,Dead,166,-1,0,North,20,5,1,1,1,0,1,4,8,11,8,16,8,-1,-1,19,12,7,-1,-1,0,North,165
20,5,1,1,1,0,1,4,8,11,8,16,8,-1,-1,19,12,7,-1,West,North,East,Dead,165,-1,0,North,20,6,1,0,1,1,1,3,8,12,8,17,8,-1,-1,19,10,5,-1,-1,0,North,164
20,6,1,0,1,1,1,3,8,12,8,17,8,-1,-1,19,10,5,-1,West,East,East,Dead,164,-1,0,North,19,6,1,0,1,1,1,3,8,13,8,18,8,-1,-1,18,8,3,-1,-1,0,West,163
19,6,1,0,1,1,1,3,8,13,8,18,8,-1,-1,18,8,3,-1,West,East,East,Dead,163,-1,0,West,18,6,1,0,1,1,1,4,8,14,8,19,8,-1,-1,16,6,3,-1,-1,0,West,162
18,6,1,0,1,1,1,4,8,14,8,19,8,-1,-1,16,6,3,-1,East,East,East,Dead,162,-1,0,West,19,6,1,0,1,1,1,4,8,15,8,20,8,-1,-1,17,6,3,-1,-1,0,East,161
19,6,1,0,1,1,1,4,8,15,8,20,8,-1,-1,17,6,3,-1,East,East,East,Dead,161,-1,0,East,18,6,1,0,1,1,1,4,9,15,8,21,8,-1,-1,17,5,5,-1,-1,0,West,160
18,6,1,0,1,1,1,4,9,15,8,21,8,-1,-1,17,5,5,-1,North,East,East,Dead,160,-1,0,West,17,6,1,0,1,1,1,4,8,15,8,22,8,-1,-1,15,4,7,-1,-1,0,West,159
17,6,1,0,1,1,1,4,8,15,8,22,8,-1,-1,15,4,7,-1,South,East,East,Dead,159,-1,0,West,16,6,1,0,1,1,0,4,7,15,8,23,8,-1,-1,13,3,9,-1,-1,0,West,158
16,6,1,0,1,1,0,4,7,15,8,23,8,-1,-1,13,3,9,-1,South,East,East,Dead,158,-1,0,West,15,6,1,0,1,1,0,4,7,16,8,24,8,-1,-1,12,3,11,-1,-1,0,West,157
15,6,1,0,1,1,0,4,7,16,8,24,8,-1,-1,12,3,11,-1,South,East,East,Dead,157,-1,0,West,14,6,1,1,1,1,1,3,7,17,8,25,8,-1,-1,12,5,13,-1,-1,0,West,156
14,6,1,1,1,1,1,3,7,17,8,25,8,-1,-1,12,5,13,-1,West,East,East,Dead,156,-1,0,West,14,7,1,1,0,0,1,3,7,18,8,26,8,-1,-1,11,5,13,-1,-1,0,North,155
14,7,1,1,0,0,1,3,7,18,8,26,8,-1,-1,11,5,13,-1,West,East,East,Dead,155,-1,0,North,14,8,1,0,1,1,1,4,7,18,8,25,8,-1,-1,11,4,11,-1,-1,0,North,154
14,8,1,0,1,1,1,4,7,18,8,25,8,-1,-1,11,4,11,-1,East,East,West,Dead,154,-1,0,North,15,8,1,0,1,1,0,4,6,17,8,26,8,-1,-1,13,2,11,-1,-1,0,East,153
15,8,1,0,1,1,0,4,6,17,8,26,8,-1,-1,13,2,11,-1,South,West,East,Dead,153,-1,0,East,16,8,1,0,1,1,0,3,6,18,8,26,9,-1,-1,15,2,11,-1,-1,0,East,152
16,8,1,0,1,1,0,3,6,18,8,26,9,-1,-1,15,2,11,-1,West,East,North,Dead,152,-1,0,East,17,8,1,0,1,1,0,2,6,18,8,27,9,-1,-1,17,1,11,-1,-1,0,East,151
17,8,1,0,1,1,0,2,6,18,8,27,9,-1,-1,17,1,11,-1,West,East,East,Dead,151,-1,0,East,18,8,1,0,1,1,0,2,5,-1,-1,27,10,-1,-1,19,-1,11,-1,-1,0,East,350
18,8,1,0,1,1,0,2,5,-1,-1,27,10,-1,-1,19,-1,11,-1,South,Dead,North,Dead,350,-1,0,East,19,8,1,0,1,1,0,1,5,-1,-1,27,9,-1,-1,21,-1,9,-1,-1,0,East,349
19,8,1,0,1,1,0,1,5,-1,-1,27,9,-1,-1,21,-1,9,-1,West,Dead,South,Dead,349,-1,0,East,20,8,1,0,1,1,0,1,4,-1,-1,27,8,-1,-1,23,-1,7,-1,-1,0,East,348
20,8,1,0,1,1,0,1,4,-1,-1,27,8,-1,-1,23,-1,7,-1,South,Dead,South,Dead,348,-1,0,East,21,8,1,0,1,1,0,1,3,-1,-1,27,9,-1,-1,25,-1,7,-1,-1,0,East,347
21,8,1,0,1,1,0,1,3,-1,-1,27,9,-1,-1,25,-1,7,-1,South,Dead,North,Dead,347,-1,0,East,22,8,1,0,1,1,0,1,4,-1,-1,27,8,-1,-1,25,-1,5,-1,-1,0,East,346
22,8,1,0,1,1,0,1,4,-1,-1,27,8,-1,-1,25,-1,5,-1,North,Dead,South,Dead,346,-1,0,East,23,8,1,1,1,1,1,1,4,-1,-1,27,9,-1,-1,26,-1,5,-1,-1,0,East,345
23,8,1,1,1,1,1,1,4,-1,-1,27,9,-1,-1,26,-1,5,-1,North,Dead,North,Dead,345,-1,0,East,24,8,1,1,1,1,1,1,5,-1,-1,28,9,-1,-1,26,-1,5,-1,-1,0,East,344
24,8,1,1,1,1,1,1,5,-1,-1,28,9,-1,-1,26,-1,5,-1,North,Dead,East,Dead,344,-1,0,East,25,8,1,1,1,1,1,2,5,-1,-1,28,9,-1,-1,26,-1,4,-1,-1,0,East,343
25,8,1,1,1,1,1,2,5,-1,-1,28,9,-1,-1,26,-1,4,-1,East,Dead,East,Dead,343,-1,0,East,26,8,1,1,1,1,1,3,5,-1,-1,28,9,-1,-1,26,-1,3,-1,-1,0,East,342
26,8,1,1,1,1,1,3,5,-1,-1,28,9,-1,-1,26,-1,3,-1,East,Dead,East,Dead,342,-1,0,East,27,8,1,1,1,1,1,3,6,-1,-1,28,10,-1,-1,26,-1,3,-1,-1,0,East,341
27,8,1,1,1,1,1,3,6,-1,-1,28,10,-1,-1,26,-1,3,-1,North,Dead,North,Dead,341,-1,0,East,28,8,1,1,1,0,1,3,5,-1,-1,28,11,-1,-1,28,-1,3,-1,-1,0,East,340
28,8,1,1,1,0,1,3,5,-1,-1,28,11,-1,-1,28,-1,3,-1,South,Dead,North,Dead,340,-1,0,East,28,9,1,1,1,0,1,3,5,-1,-1,28,10,-1,-1,29,-1,1,-1,-1,0,North,339
28,9,1,1,1,0,1,3,5,-1,-1,28,10,-1,-1,29,-1,1,-1,South,Dead,South,Dead,339,-1,0,North,28,10,1,1,1,0,1,3,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,0,North,538
28,10,1,1,1,0,1,3,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,North,Dead,Dead,Dead,538,-1,0,North,28,11,1,1,1,0,1,4,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,0,North,537
28,11,1,1,1,0,1,4,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,East,Dead,Dead,Dead,537,-1,0,North,27,11,1,1,1,1,1,3,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,0,West,536
27,11,1,1,1,1,1,3,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,West,Dead,Dead,Dead,536,-1,0,West,27,10,1,1,1,1,1,2,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,0,South,535
27,10,1,1,1,1,1,2,6,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,West,Dead,Dead,Dead,535,-1,0,South,27,9,1,1,1,1,1,3,6,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,0,South,534
27,9,1,1,1,1,1,3,6,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,East,Dead,Dead,Dead,534,-1,0,South,26,9,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,0,West,533
26,9,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,North,Dead,Dead,Dead,533,-1,0,West,25,9,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,-1,0,West,532
25,9,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,24,-1,-1,-1,North,Dead,Dead,Dead,532,-1,0,West,25,8,1,1,1,1,1,4,7,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,0,South,531
25,8,1,1,1,1,1,4,7,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,East,Dead,Dead,Dead,531,-1,0,South,24,8,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,0,West,530
24,8,1,1,1,1,1,3,7,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,West,Dead,Dead,Dead,530,-1,0,West,23,8,1,1,1,1,1,3,8,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,0,West,529
23,8,1,1,1,1,1,3,8,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,North,Dead,Dead,Dead,529,-1,0,West,22,8,1,0,1,1,0,3,8,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,0,West,528
22,8,1,0,1,1,0,3,8,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,North,Dead,Dead,Dead,528,-1,0,West,21,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,0,West,527
21,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,North,Dead,Dead,Dead,527,-1,0,West,20,8,1,0,1,1,0,4,9,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,0,West,526
20,8,1,0,1,1,0,4,9,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,East,Dead,Dead,Dead,526,-1,0,West,19,8,1,0,1,1,0,4,8,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,0,West,525
19,8,1,0,1,1,0,4,8,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,South,Dead,Dead,Dead,525,-1,0,West,18,8,1,0,1,1,0,3,8,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,0,West,524
18,8,1,0,1,1,0,3,8,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,West,Dead,Dead,Dead,524,-1,0,West,17,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,0,West,523
17,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,North,Dead,Dead,Dead,523,-1,0,West,16,8,1,0,1,1,0,3,10,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,0,West,522
16,8,1,0,1,1,0,3,10,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,North,Dead,Dead,Dead,522,-1,0,West,15,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,0,West,521
15,8,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,South,Dead,Dead,Dead,521,-1,0,West,14,8,1,0,1,1,1,4,9,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,0,West,520
14,8,1,0,1,1,1,4,9,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,East,Dead,Dead,Dead,520,-1,0,West,13,8,1,0,1,1,0,4,10,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,0,West,519
13,8,1,0,1,1,0,4,10,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,North,Dead,Dead,Dead,519,-1,0,West,12,8,1,0,1,1,0,4,10,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,0,West,518
12,8,1,0,1,1,0,4,10,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,North,Dead,Dead,Dead,518,-1,0,West,11,8,1,1,1,1,1,5,10,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,0,West,517
11,8,1,1,1,1,1,5,10,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,East,Dead,Dead,Dead,517,-1,0,West,10,8,1,1,1,1,1,5,10,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,0,West,516
10,8,1,1,1,1,1,5,10,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,East,Dead,Dead,Dead,516,-1,0,West,9,8,1,1,1,1,1,4,10,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,0,West,515
9,8,1,1,1,1,1,4,10,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,West,Dead,Dead,Dead,515,-1,0,West,8,8,1,1,0,1,1,4,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,West,514
8,8,1,1,0,1,1,4,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,South,Dead,Dead,Dead,514,-1,0,West,8,7,1,1,0,1,1,4,8,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,South,513
8,7,1,1,0,1,1,4,8,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,South,Dead,Dead,Dead,513,-1,0,South,8,6,1,1,1,1,1,4,9,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,0,South,512
8,6,1,1,1,1,1,4,9,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,North,Dead,Dead,Dead,512,-1,0,South,7,6,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,0,West,511
7,6,1,0,1,1,0,3,9,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,West,Dead,Dead,Dead,511,-1,0,West,6,6,1,1,1,1,0,4,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,West,510
6,6,1,1,1,1,0,4,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,East,Dead,Dead,Dead,510,-1,0,West,5,6,1,1,1,1,1,3,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,0,West,509
5,6,1,1,1,1,1,3,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,West,Dead,Dead,Dead,509,-1,0,West,5,7,1,1,1,1,1,3,9,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,0,North,508
5,7,1,1,1,1,1,3,9,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,West,Dead,Dead,Dead,508,-1,0,North,5,8,1,1,1,1,1,3,10,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,0,North,507
5,8,1,1,1,1,1,3,10,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,North,Dead,Dead,Dead,507,-1,0,North,5,9,1,1,1,1,1,4,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,North,506
5,9,1,1,1,1,1,4,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,East,Dead,Dead,Dead,506,-1,0,North,4,9,1,1,1,1,1,3,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,West,505
4,9,1,1,1,1,1,3,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,West,Dead,Dead,Dead,505,-1,0,West,4,10,1,0,1,1,1,3,9,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,0,North,504
4,10,1,0,1,1,1,3,9,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,South,Dead,Dead,Dead,504,-1,0,North,4,10,1,0,1,1,1,3,8,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,0,North,503
4,10,1,0,1,1,1,3,8,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,South,Dead,Dead,Dead,503,-1,0,North,3,10,1,0,0,1,1,3,9,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,West,502
10,1,0,1,0,1,1,-1,-1,9,5,10,5,18,7,-1,5,4,15,Dead,East,South,North,97,1,94,East,11,1,0,1,0,1,1,4,2,8,5,10,6,18,8,8,7,6,13,1,93,East,196
11,1,0,1,0,1,1,4,2,8,5,10,6,18,8,8,7,6,13,North,West,North,South,196,1,93,East,12,1,0,1,0,1,1,4,3,8,5,10,5,18,7,10,8,6,11,1,92,East,295
12,1,0,1,0,1,1,4,3,8,5,10,5,18,7,10,8,6,11,North,West,South,South,295,1,92,East,13,1,0,1,1,1,0,5,3,9,5,10,6,18,6,10,8,8,10,1,91,East,394
13,1,0,1,1,1,0,5,3,9,5,10,6,18,6,10,8,8,10,East,East,North,South,394,1,91,East,13,2,1,0,1,1,0,6,3,9,5,10,7,18,6,8,7,8,8,1,90,North,493
13,2,1,0,1,1,0,6,3,9,5,10,7,18,6,8,7,8,8,East,East,North,South,493,1,90,North,13,3,1,1,1,1,1,7,3,9,6,9,7,18,5,6,7,8,6,1,89,North,592
13,3,1,1,1,1,1,7,3,9,6,9,7,18,5,6,7,8,6,East,North,West,South,592,1,89,North,13,4,1,0,1,1,0,8,3,9,5,9,7,18,4,6,5,7,5,1,88,North,691
13,4,1,0,1,1,0,8,3,9,5,9,7,18,4,6,5,7,5,East,South,West,South,691,1,88,North,13,5,1,0,1,1,1,8,3,9,5,9,7,18,4,7,4,6,7,1,87,North,790
13,5,1,0,1,1,1,8,3,9,5,9,7,18,4,7,4,6,7,East,South,West,South,790,1,87,North,14,5,0,1,0,1,1,7,3,9,6,9,7,18,3,9,6,7,7,1,86,East,889
14,5,0,1,0,1,1,7,3,9,6,9,7,18,3,9,6,7,7,West,North,West,South,889,1,86,East,15,5,0,1,0,1,1,7,3,9,7,8,7,18,2,10,8,9,5,1,85,East,988
15,5,0,1,0,1,1,7,3,9,7,8,7,18,2,10,8,9,5,West,North,West,North,988,1,85,East,16,5,1,1,1,1,1,7,3,8,7,7,7,18,3,11,10,11,3,1,84,East,1087
16,5,1,1,1,1,1,7,3,8,7,7,7,18,3,11,10,11,3,West,West,West,North,1087,1,84,East,17,5,0,1,0,1,1,8,3,7,7,6,7,18,4,11,12,13,2,1,83,East,1186
17,5,0,1,0,1,1,8,3,7,7,6,7,18,4,11,12,13,2,East,West,West,North,1186,1,83,East,18,5,1,1,1,1,0,7,3,7,7,6,6,18,4,13,13,13,1,1,82,East,1285
18,5,1,1,1,1,0,7,3,7,7,6,6,18,4,13,13,13,1,West,West,South,North,1285,1,82,East,18,4,1,0,1,1,0,6,3,8,7,6,5,-1,-1,13,13,13,-1,1,81,South,1584
18,4,1,0,1,1,0,6,3,8,7,6,5,-1,-1,13,13,13,-1,West,East,South,Dead,1584,1,81,South,18,5,1,1,1,1,0,7,3,7,7,6,4,-1,-1,13,13,13,-1,1,81,North,1583
18,5,1,1,1,1,0,7,3,7,7,6,4,-1,-1,13,13,13,-1,East,West,South,Dead,1583,1,81,North,17,5,0,1,0,1,1,8,3,8,7,6,3,-1,-1,11,11,13,-1,2,81,West,1582
17,5,0,1,0,1,1,8,3,8,7,6,3,-1,-1,11,11,13,-1,East,East,South,Dead,1582,2,81,West,16,5,1,1,1,1,1,7,3,9,7,7,3,6,1,11,9,11,13,1,81,West,1581
16,5,1,1,1,1,1,7,3,9,7,7,3,6,1,11,9,11,13,West,East,East,North,1581,1,81,West,15,5,0,1,0,1,1,7,3,8,7,8,3,-1,-1,10,9,9,-1,2,81,West,1580
15,5,0,1,0,1,1,7,3,8,7,8,3,-1,-1,10,9,9,-1,West,West,East,Dead,1580,2,81,West,14,5,0,1,0,1,1,7,3,8,7,8,3,-1,-1,9,8,8,-1,2,81,West,1579
14,5,0,1,0,1,1,7,3,8,7,8,3,-1,-1,9,8,8,-1,West,West,East,Dead,1579,2,81,West,13,5,1,0,1,1,1,8,3,8,7,8,3,6,1,7,7,7,10,1,81,West,1578
13,5,1,0,1,1,1,8,3,8,7,8,3,6,1,7,7,7,10,East,West,East,North,1578,1,81,West,13,6,1,0,1,1,0,7,3,8,7,7,3,6,2,9,6,9,10,1,80,North,1677
13,6,1,0,1,1,0,7,3,8,7,7,3,6,2,9,6,9,10,West,West,West,North,1677,1,80,North,13,7,1,1,1,1,1,7,3,7,7,7,3,6,3,10,6,10,11,1,79,North,1776
13,7,1,1,1,1,1,7,3,7,7,7,3,6,3,10,6,10,11,West,West,West,North,1776,1,79,North,12,7,0,1,0,1,1,8,3,7,7,7,3,6,3,8,5,9,9,1,78,West,1875
12,7,0,1,0,1,1,8,3,7,7,7,3,6,3,8,5,9,9,East,West,West,North,1875,1,78,West,11,7,0,1,0,1,1,9,3,6,7,7,3,6,4,6,5,8,7,1,77,West,1974
11,7,0,1,0,1,1,9,3,6,7,7,3,6,4,6,5,8,7,East,West,West,North,1974,1,77,West,10,7,1,1,0,1,1,8,3,6,7,7,3,6,5,6,4,7,6,1,76,West,2073
10,7,1,1,0,1,1,8,3,6,7,7,3,6,5,6,4,7,6,West,West,West,North,2073,1,76,West,9,7,1,1,0,1,1,9,3,6,7,6,3,6,5,4,3,7,5,1,75,West,2172
9,7,1,1,0,1,1,9,3,6,7,6,3,6,5,4,3,7,5,East,West,West,North,2172,1,75,West,8,7,0,1,0,1,1,8,3,6,8,6,3,6,5,4,3,6,5,1,74,West,2271
8,7,0,1,0,1,1,8,3,6,8,6,3,6,5,4,3,6,5,West,North,West,South,2271,1,74,West,7,7,0,1,0,1,1,9,3,6,8,6,4,6,4,6,2,4,5,1,73,West,2370
7,7,0,1,0,1,1,9,3,6,8,6,4,6,4,6,2,4,5,East,North,North,South,2370,1,73,West,6,7,1,1,1,1,1,10,3,-1,-1,6,4,6,3,8,-1,3,5,1,72,West,2669
6,7,1,1,1,1,1,10,3,-1,-1,6,4,6,3,8,-1,3,5,East,Dead,North,East,2669,1,72,West,6,8,1,0,1,1,0,10,3,-1,-1,6,3,7,3,9,-1,5,5,1,71,North,2768
6,8,1,0,1,1,0,10,3,-1,-1,6,3,7,3,9,-1,5,5,East,Dead,South,West,2768,1,71,North,6,9,1,0,0,1,1,11,3,-1,-1,6,4,6,3,11,-1,5,7,1,70,North,2867
6,9,1,0,0,1,1,11,3,-1,-1,6,4,6,3,11,-1,5,7,East,Dead,North,East,2867,1,70,North,6,8,1,0,1,1,0,11,3,-1,-1,6,3,7,3,10,-1,5,6,2,70,South,2866
6,8,1,0,1,1,0,11,3,-1,-1,6,3,7,3,10,-1,5,6,East,Dead,South,East,2866,2,70,South,6,7,1,1,1,1,1,12,3,-1,-1,6,3,7,3,10,-1,4,6,1,70,South,2865
6,7,1,1,1,1,1,12,3,-1,-1,6,3,7,3,10,-1,4,6,East,Dead,South,East,2865,1,70,South,6,6,1,0,1,1,0,13,3,4,2,7,3,8,3,10,6,4,4,1,69,South,2964
6,6,1,0,1,1,0,13,3,4,2,7,3,8,3,10,6,4,4,East,North,East,West,2964,1,69,South,6,5,1,1,1,1,0,13,3,-1,-1,7,3,7,3,9,-1,3,3,1,68,South,3063
6,5,1,1,1,1,0,13,3,-1,-1,7,3,7,3,9,-1,3,3,East,Dead,East,West,3063,1,68,South,6,4,1,0,1,1,0,13,3,-1,-1,8,3,7,3,8,-1,3,1,1,67,South,3162
6,4,1,0,1,1,0,13,3,-1,-1,8,3,7,3,8,-1,3,1,East,Dead,East,West,3162,1,67,South,6,3,1,1,1,1,1,13,2,-1,-1,8,3,-1,-1,8,-1,2,-1,1,66,South,3461
6,3,1,1,1,1,1,13,2,-1,-1,8,3,-1,-1,8,-1,2,-1,South,Dead,East,Dead,3461,1,66,South,6,2,1,0,1,1,0,13,3,-1,-1,8,3,-1,-1,8,-1,3,-1,1,65,South,3560
6,2,1,0,1,1,0,13,3,-1,-1,8,3,-1,-1,8,-1,3,-1,North,Dead,East,Dead,3560,1,65,South,6,1,0,0,1,1,1,13,3,4,2,9,3,-1,-1,9,3,5,-1,1,64,South,3859
6,1,0,0,1,1,1,13,3,4,2,9,3,-1,-1,9,3,5,-1,North,North,East,Dead,3859,1,64,South,7,1,0,1,0,1,1,12,3,4,3,8,3,-1,-1,7,5,3,-1,1,63,East,4158
7,1,0,1,0,1,1,12,3,4,3,8,3,-1,-1,7,5,3,-1,West,North,West,Dead,4158,1,63,East,8,1,0,1,0,1,1,12,3,4,3,7,3,-1,-1,6,6,3,-1,2,62,East,4457
8,1,0,1,0,1,1,12,3,4,3,7,3,-1,-1,6,6,3,-1,West,North,West,Dead,4457,2,62,East,7,1,0,1,0,1,1,11,3,3,3,8,3,-1,-1,6,6,3,-1,2,62,West,4656
7,1,0,1,0,1,1,11,3,3,3,8,3,-1,-1,6,6,3,-1,West,West,East,Dead,4656,2,62,West,6,1,0,0,1,1,1,11,3,4,3,9,3,-1,-1,7,4,5,-1,2,62,West,4655
6,1,0,0,1,1,1,11,3,4,3,9,3,-1,-1,7,4,5,-1,West,East,East,Dead,4655,2,62,West,6,2,1,0,1,1,0,11,3,4,2,8,3,-1,-1,6,2,3,-1,2,62,North,4654
6,2,1,0,1,1,0,11,3,4,2,8,3,-1,-1,6,2,3,-1,West,South,West,Dead,4654,2,62,North,6,3,1,1,1,1,1,11,3,4,3,9,3,-1,-1,5,2,3,-1,1,62,North,4653
6,3,1,1,1,1,1,11,3,4,3,9,3,-1,-1,5,2,3,-1,West,North,East,Dead,4653,1,62,North,7,3,0,1,0,1,1,10,3,4,2,8,3,-1,-1,3,4,1,-1,1,61,East,4752
7,3,0,1,0,1,1,10,3,4,2,8,3,-1,-1,3,4,1,-1,West,South,West,Dead,4752,1,61,East,8,3,0,1,0,1,1,10,3,4,3,-1,-1,-1,-1,2,4,-1,-1,1,60,East,5051
8,3,0,1,0,1,1,10,3,4,3,-1,-1,-1,-1,2,4,-1,-1,West,North,Dead,Dead,5051,1,60,East,9,3,0,1,0,1,1,11,3,4,3,-1,-1,-1,-1,2,5,-1,-1,1,59,East,5150
9,3,0,1,0,1,1,11,3,4,3,-1,-1,-1,-1,2,5,-1,-1,East,North,Dead,Dead,5150,1,59,East,10,3,0,1,0,1,1,12,3,5,3,-1,-1,-1,-1,2,5,-1,-1,1,58,East,5249
10,3,0,1,0,1,1,12,3,5,3,-1,-1,-1,-1,2,5,-1,-1,East,East,Dead,Dead,5249,1,58,East,11,3,0,1,0,1,1,13,3,6,3,-1,-1,-1,-1,2,5,-1,-1,1,57,East,5348
